,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
6570,Chile,Masculino,48,7,75801.74,608,1,Si,No,125762.95,500Mb,Si
6571,Chile,Masculino,32,8,0.0,718,2,Si,Si,41399.33,500Mb,Si
6572,Argentina,Femenino,49,4,0.0,594,2,Si,Si,23631.55,2GB,No
6573,Argentina,Masculino,32,1,144875.71,524,1,No,No,187740.04,20GB,No
6574,Argentina,Masculino,50,6,0.0,608,1,Si,No,93568.77,2GB,Si
6575,Brasil,Masculino,66,8,103291.25,537,2,Si,Si,130664.79,2GB,No
6576,Argentina,Femenino,34,6,0.0,678,2,Si,Si,124592.84,100GB,No
6577,Argentina,Masculino,30,8,0.0,794,2,Si,Si,24113.91,1GB,No
6578,Chile,Masculino,35,4,123557.65,613,2,No,Si,170903.4,20GB,No
6579,Argentina,Femenino,28,4,136674.51,833,2,No,No,5278.78,500Mb,Si
6580,Chile,Femenino,45,4,89122.3,609,1,Si,Si,199256.98,1GB,No
6581,Brasil,Femenino,33,10,83555.58,797,1,No,No,69767.14,2GB,No
6582,Chile,Femenino,38,4,0.0,710,2,Si,Si,136390.88,20GB,No
6583,Argentina,Masculino,28,2,81173.83,703,2,No,Si,162812.16,500Mb,Si
6584,Argentina,Masculino,33,2,146193.6,641,2,Si,Si,55796.83,500Mb,Si
6585,Brasil,Masculino,30,1,84440.1,660,2,Si,Si,60485.98,100GB,No
6586,Brasil,Femenino,61,1,66101.89,763,1,Si,Si,143981.27,500Mb,Si
6587,Argentina,Femenino,36,2,0.0,649,2,No,Si,75035.48,1GB,No
6588,Argentina,Masculino,67,8,103101.56,529,2,Si,Si,154002.02,2GB,Si
6589,Argentina,Masculino,63,2,68432.45,640,2,Si,Si,112503.24,100GB,Si
6590,Brasil,Femenino,32,4,102954.68,670,2,No,Si,134942.45,500Mb,Si
6591,Chile,Masculino,35,5,0.0,663,2,Si,Si,62634.94,100GB,No
6592,Argentina,Femenino,56,7,121235.05,558,2,Si,Si,116253.1,2GB,No
6593,Chile,Masculino,47,8,139196.0,808,1,No,Si,74028.36,2GB,No
6594,Chile,Femenino,44,8,115557.0,577,1,No,Si,127506.76,500Mb,Si
6595,Chile,Masculino,43,5,0.0,436,2,Si,Si,35687.43,2GB,No
6596,Brasil,Masculino,33,9,124573.33,667,2,No,No,683.37,100GB,No
6597,Argentina,Femenino,21,7,0.0,449,2,No,No,175743.92,20GB,No
6598,Brasil,Femenino,61,2,183997.7,655,2,Si,Si,161217.18,1GB,No
6599,Argentina,Masculino,35,9,102050.47,850,1,Si,Si,3769.71,100GB,No
6600,Argentina,Femenino,80,4,0.0,652,2,Si,Si,188603.07,100GB,No
6601,Argentina,Femenino,39,3,130786.92,625,1,No,Si,121316.07,2GB,No
6602,Argentina,Femenino,40,8,0.0,535,1,Si,Si,27689.77,100GB,No
6603,Chile,Femenino,52,7,0.0,730,2,No,Si,122398.84,20GB,No
6604,Argentina,Masculino,37,4,0.0,828,2,Si,No,94845.45,500Mb,Si
6605,Argentina,Femenino,34,4,124379.14,631,1,Si,No,106892.91,500Mb,Si
6606,Chile,Masculino,35,6,80285.16,592,1,Si,No,72678.75,20GB,Si
6607,Argentina,Femenino,64,3,0.0,588,1,Si,Si,189703.65,1GB,No
6608,Argentina,Masculino,34,8,0.0,636,2,Si,No,38570.13,20GB,No
6609,Chile,Masculino,36,3,54098.18,675,2,No,Si,54478.52,100GB,No
6610,Brasil,Femenino,45,3,109032.23,514,1,No,Si,155407.21,500Mb,Si
6611,Chile,Femenino,40,1,173432.55,665,1,No,Si,116766.79,500Mb,Si
6612,Brasil,Masculino,38,1,114141.64,519,1,Si,Si,60988.21,100GB,Si
6613,Chile,Masculino,30,3,0.0,522,2,Si,No,145490.85,100GB,No
6614,Chile,Masculino,44,7,89118.26,850,1,Si,No,104240.77,500Mb,Si
6615,Argentina,Masculino,35,4,148172.44,452,1,Si,Si,4175.68,500Mb,Si
6616,Argentina,Masculino,46,0,0.0,668,2,No,No,29388.02,20GB,No
6617,Argentina,Femenino,42,2,0.0,531,2,No,Si,90537.47,100GB,No
6618,Argentina,Femenino,24,8,145081.73,654,1,Si,Si,130075.07,20GB,No
6619,Brasil,Masculino,32,2,105163.88,682,2,Si,Si,164170.46,2GB,No
6620,Argentina,Femenino,26,7,0.0,555,2,Si,No,93122.41,100GB,No
6621,Brasil,Masculino,42,3,137479.13,584,1,Si,No,25669.1,20GB,No
6622,Argentina,Masculino,54,7,126113.28,714,1,Si,No,112777.38,500Mb,Si
6623,Argentina,Masculino,28,5,0.0,727,2,No,Si,19653.08,500Mb,Si
6624,Argentina,Femenino,43,5,0.0,621,1,Si,Si,47578.45,100GB,No
6625,Argentina,Femenino,37,9,0.0,548,2,No,No,98029.58,2GB,No
6626,Argentina,Masculino,36,3,121092.47,577,2,No,Si,143783.46,500Mb,Si
6627,Argentina,Masculino,42,2,141642.92,739,2,Si,No,172149.76,2GB,No
6628,Argentina,Masculino,59,9,0.0,537,2,No,No,103799.77,100GB,Si
6629,Brasil,Femenino,29,4,115046.74,376,4,Si,No,119346.88,100GB,Si
6630,Chile,Masculino,45,5,133618.01,576,1,No,No,135244.87,1GB,No
6631,Argentina,Masculino,23,1,0.0,667,2,Si,No,91573.19,2GB,No
6632,Argentina,Femenino,39,1,130147.98,785,1,Si,No,163798.41,20GB,Si
6633,Brasil,Masculino,59,8,91415.76,613,1,No,No,27965.0,100GB,Si
6634,Argentina,Femenino,32,0,0.0,626,2,No,No,187172.54,2GB,No
6635,Argentina,Masculino,33,5,0.0,474,2,Si,No,181945.52,2GB,Si
6636,Argentina,Femenino,28,2,0.0,850,2,Si,Si,38773.74,500Mb,Si
6637,Chile,Masculino,24,3,114739.92,559,1,Si,No,85891.02,500Mb,Si
6638,Argentina,Masculino,60,1,140614.15,441,1,No,Si,174381.23,100GB,No
6639,Chile,Masculino,28,6,0.0,815,2,No,Si,185547.71,1GB,No
6640,Chile,Masculino,48,8,0.0,643,2,Si,No,174729.3,500Mb,Si
6641,Argentina,Femenino,30,1,112543.42,679,1,Si,Si,179435.21,2GB,No
6642,Argentina,Masculino,42,9,120094.93,733,1,Si,No,184056.45,20GB,No
6643,Chile,Femenino,29,2,27755.97,527,1,Si,No,97468.44,100GB,Si
6644,Chile,Masculino,20,9,104508.77,662,2,No,No,73107.53,500Mb,Si
6645,Argentina,Masculino,55,2,0.0,630,1,Si,Si,106202.07,500Mb,Si
6646,Argentina,Masculino,42,8,133767.19,694,1,Si,No,36405.21,20GB,No
6647,Brasil,Femenino,36,2,84266.44,670,2,No,No,38614.69,2GB,No
6648,Brasil,Masculino,35,8,149995.72,583,2,Si,No,42143.55,100GB,No
6649,Brasil,Femenino,40,3,162261.01,585,2,Si,No,137028.51,100GB,No
6650,Chile,Femenino,31,8,0.0,740,2,No,No,86657.48,2GB,No
6651,Chile,Femenino,22,2,0.0,583,2,No,Si,5985.36,500Mb,Si
6652,Argentina,Masculino,34,1,84055.43,636,1,No,No,37490.84,500Mb,Si
6653,Brasil,Femenino,48,1,108076.33,623,1,Si,No,118855.26,20GB,Si
6654,Argentina,Masculino,29,7,0.0,631,2,No,Si,125877.22,1GB,No
6655,Argentina,Masculino,45,2,165901.59,651,2,Si,No,23054.51,1GB,Si
6656,Argentina,Femenino,31,9,138857.59,640,1,Si,No,48640.77,2GB,No
6657,Chile,Masculino,46,4,0.0,682,1,Si,Si,4654.28,100GB,No
6658,Argentina,Femenino,39,3,135139.33,788,1,No,Si,113086.08,500Mb,Si
6659,Argentina,Masculino,39,2,0.0,578,2,Si,No,70563.9,2GB,No
6660,Argentina,Masculino,29,6,141389.06,762,1,Si,No,54122.89,1GB,No
6661,Brasil,Femenino,40,2,147171.2,670,1,No,Si,69850.04,20GB,No
6662,Argentina,Masculino,50,7,0.0,822,2,Si,Si,10062.8,2GB,No
6663,Argentina,Masculino,25,7,108396.67,804,1,Si,No,128276.95,100GB,No
6664,Brasil,Masculino,29,7,117726.33,747,1,Si,Si,175398.34,2GB,No
6665,Brasil,Femenino,48,4,81556.89,635,2,Si,No,191914.37,500Mb,Si
6666,Brasil,Masculino,58,7,170113.0,710,2,No,Si,10494.64,2GB,No
6667,Argentina,Masculino,43,1,0.0,623,2,Si,Si,146379.3,500Mb,Si
6668,Chile,Masculino,28,7,155519.59,632,1,Si,No,1843.24,2GB,No
6669,Argentina,Masculino,62,9,0.0,643,2,No,No,155870.82,500Mb,Si
6670,Argentina,Masculino,32,5,97041.16,647,1,Si,Si,23132.73,2GB,No
6671,Argentina,Masculino,43,4,176134.54,736,1,Si,Si,52856.88,2GB,No
6672,Argentina,Masculino,39,8,140004.96,742,1,Si,Si,92985.78,20GB,No
6673,Brasil,Femenino,47,4,99219.47,850,2,Si,Si,122141.13,500Mb,Si
6674,Brasil,Masculino,57,1,120043.13,557,1,Si,No,132370.75,100GB,Si
6675,Chile,Femenino,34,6,138190.13,832,2,No,Si,146511.2,1GB,No
6676,Chile,Masculino,62,3,131078.42,710,2,Si,No,119348.76,2GB,Si
6677,Argentina,Masculino,37,3,0.0,789,1,Si,No,121883.87,20GB,Si
6678,Argentina,Masculino,38,6,127678.8,567,2,No,No,45422.89,2GB,No
6679,Brasil,Masculino,33,7,153663.27,452,1,Si,No,111868.23,20GB,No
6680,Argentina,Masculino,27,4,120509.81,623,1,No,No,142170.44,20GB,No
6681,Chile,Masculino,28,8,120047.77,656,1,Si,Si,137173.39,100GB,No
6682,Brasil,Masculino,42,9,63227.0,703,1,No,Si,137316.32,2GB,No
6683,Brasil,Femenino,49,4,88826.07,731,1,Si,Si,33759.41,500Mb,Si
6684,Argentina,Masculino,54,8,69712.74,768,1,Si,Si,69381.05,100GB,No
6685,Chile,Masculino,31,6,0.0,577,1,Si,Si,196395.25,2GB,No
6686,Argentina,Masculino,32,1,0.0,621,2,Si,Si,168779.47,1GB,No
6687,Brasil,Masculino,30,2,125495.64,500,2,Si,Si,68807.47,100GB,No
6688,Argentina,Femenino,54,3,138547.97,443,1,Si,Si,70196.23,500Mb,Si
6689,Brasil,Femenino,53,5,98268.84,602,1,No,Si,45038.29,1GB,Si
6690,Brasil,Femenino,39,7,88477.36,600,2,Si,No,58632.37,100GB,No
6691,Brasil,Femenino,37,10,134171.8,584,4,Si,Si,70927.11,100GB,Si
6692,Argentina,Femenino,26,9,89928.99,714,1,Si,No,46203.31,500Mb,Si
6693,Argentina,Masculino,32,6,0.0,686,2,Si,Si,179093.26,500Mb,Si
6694,Brasil,Femenino,40,3,109308.79,712,2,Si,No,120158.72,1GB,Si
6695,Brasil,Femenino,25,8,141825.88,620,1,Si,Si,73857.94,1GB,Si
6696,Argentina,Femenino,40,0,111098.85,350,1,Si,Si,172321.21,500Mb,Si
6697,Argentina,Masculino,63,4,103729.79,793,2,Si,Si,80272.06,500Mb,Si
6698,Brasil,Masculino,45,9,170295.04,492,2,No,No,164741.81,20GB,No
6699,Argentina,Femenino,60,6,96956.1,798,1,Si,No,31907.44,100GB,Si
6700,Argentina,Femenino,45,0,134264.04,475,1,Si,No,27822.99,500Mb,Si
6701,Chile,Masculino,74,5,0.0,712,2,No,No,151425.82,2GB,No
6702,Chile,Masculino,30,4,0.0,775,2,No,Si,57461.13,20GB,No
6703,Brasil,Femenino,45,6,53667.44,628,1,Si,No,115022.94,1GB,No
6704,Brasil,Femenino,39,8,125997.22,614,1,Si,Si,128049.34,1GB,Si
6705,Chile,Masculino,40,4,161766.87,558,1,No,No,92378.54,500Mb,Si
6706,Argentina,Femenino,39,2,0.0,850,2,Si,No,179451.42,1GB,No
6707,Argentina,Femenino,41,4,101457.14,676,1,Si,Si,79101.67,1GB,No
6708,Brasil,Masculino,31,3,108805.42,697,2,No,Si,123825.83,1GB,No
6709,Argentina,Femenino,32,1,0.0,712,2,Si,No,1703.58,20GB,No
6710,Brasil,Femenino,37,2,133200.09,660,1,No,No,71433.88,2GB,No
6711,Argentina,Femenino,34,3,132352.69,724,1,Si,No,80320.3,2GB,No
6712,Chile,Femenino,50,1,0.0,584,1,No,Si,152567.75,2GB,Si
6713,Chile,Femenino,50,5,0.0,687,2,Si,No,110230.4,20GB,No
6714,Brasil,Masculino,45,6,93796.42,545,2,Si,Si,162321.26,20GB,No
6715,Argentina,Femenino,39,6,0.0,656,2,Si,No,141069.88,1GB,No
6716,Argentina,Masculino,35,8,0.0,718,2,Si,No,94820.85,100GB,No
6717,Chile,Femenino,48,3,0.0,553,1,No,Si,30730.95,500Mb,Si
6718,Argentina,Masculino,43,2,0.0,701,2,Si,Si,165303.79,2GB,No
6719,Argentina,Femenino,44,2,0.0,726,2,Si,Si,26733.86,1GB,No
6720,Argentina,Femenino,57,7,72092.95,610,4,No,Si,113228.82,100GB,Si
6721,Argentina,Masculino,33,4,118082.89,553,1,No,No,94440.45,500Mb,Si
6722,Chile,Masculino,22,3,121681.82,750,1,Si,No,128643.35,2GB,Si
6723,Argentina,Masculino,31,1,0.0,551,2,Si,Si,185105.44,1GB,No
6724,Brasil,Masculino,30,4,114027.7,696,1,Si,Si,193716.56,500Mb,Si
6725,Argentina,Femenino,32,9,192122.84,803,1,Si,Si,54277.45,2GB,Si
6726,Chile,Femenino,31,6,152926.6,714,1,Si,Si,50899.91,500Mb,Si
6727,Argentina,Masculino,62,7,0.0,642,2,Si,Si,61120.75,2GB,No
6728,Chile,Femenino,41,2,138734.94,592,1,Si,No,90020.74,2GB,No
6729,Argentina,Femenino,55,6,44582.07,576,3,No,Si,67539.85,2GB,Si
6730,Argentina,Masculino,58,0,149117.31,511,1,Si,Si,162599.51,500Mb,Si
6731,Argentina,Masculino,36,6,123841.49,659,2,Si,No,96833.0,2GB,No
6732,Argentina,Femenino,38,10,84764.79,518,1,Si,Si,162253.9,500Mb,Si
6733,Brasil,Femenino,56,2,111920.13,466,3,Si,No,197634.11,100GB,Si
6734,Chile,Masculino,33,3,0.0,434,1,Si,Si,2739.71,500Mb,Si
6735,Argentina,Masculino,56,4,138227.19,585,2,Si,Si,55287.84,1GB,No
6736,Argentina,Masculino,31,8,0.0,607,2,Si,Si,43196.5,1GB,No
6737,Brasil,Masculino,41,4,157777.58,642,1,Si,No,67484.6,500Mb,Si
6738,Brasil,Masculino,40,1,99282.63,568,1,No,No,134600.94,100GB,Si
6739,Chile,Femenino,34,10,0.0,671,1,Si,No,23235.38,500Mb,Si
6740,Brasil,Masculino,37,2,79731.91,544,1,Si,Si,57558.95,500Mb,Si
6741,Brasil,Masculino,31,6,116891.72,581,1,Si,No,107137.3,500Mb,Si
6742,Brasil,Femenino,38,6,119413.62,445,2,Si,No,175756.36,100GB,No
6743,Brasil,Femenino,49,9,91502.99,760,1,Si,No,117232.9,20GB,Si
6744,Brasil,Femenino,51,5,143139.87,680,1,No,No,47795.43,500Mb,Si
6745,Brasil,Masculino,31,0,134644.19,573,1,Si,Si,70381.49,500Mb,Si
6746,Argentina,Masculino,34,5,128270.56,687,1,Si,No,191092.62,1GB,No
6747,Brasil,Masculino,46,6,141078.37,621,1,No,No,34580.8,1GB,Si
6748,Argentina,Femenino,45,4,0.0,516,1,Si,No,95273.73,20GB,Si
6749,Argentina,Masculino,23,10,88980.32,578,1,Si,Si,125222.36,100GB,No
6750,Argentina,Femenino,42,7,125437.14,641,2,No,No,164128.58,100GB,No
6751,Argentina,Masculino,27,6,96654.72,850,2,No,No,152740.16,2GB,No
6752,Chile,Femenino,37,6,121231.39,681,1,Si,Si,146366.08,2GB,No
6753,Argentina,Masculino,35,7,0.0,660,2,Si,No,13218.6,500Mb,Si
6754,Argentina,Masculino,36,7,128829.25,605,1,Si,No,190588.59,1GB,No
6755,Chile,Femenino,51,8,0.0,665,1,Si,Si,38928.48,100GB,Si
6756,Argentina,Femenino,36,4,0.0,700,2,Si,No,130789.15,500Mb,Si
6757,Chile,Masculino,32,7,0.0,641,2,Si,Si,24267.28,1GB,No
6758,Argentina,Femenino,73,8,0.0,504,1,Si,Si,34595.58,1GB,No
6759,Argentina,Femenino,21,3,0.0,566,2,Si,Si,3626.47,500Mb,Si
6760,Brasil,Masculino,50,2,125845.66,585,1,Si,No,9439.31,2GB,Si
6761,Chile,Femenino,32,4,103515.39,761,2,Si,Si,177622.38,100GB,No
6762,Brasil,Masculino,40,5,138241.9,587,2,Si,No,159418.1,1GB,No
6763,Brasil,Masculino,51,4,124425.99,850,1,No,No,118545.49,2GB,Si
6764,Argentina,Femenino,27,5,155879.09,455,2,No,No,70774.97,1GB,No
6765,Argentina,Femenino,28,1,90537.16,717,1,No,Si,74800.99,2GB,No
6766,Chile,Femenino,30,5,100683.54,595,1,Si,Si,178361.04,1GB,No
6767,Brasil,Femenino,57,4,112044.72,491,1,Si,Si,41229.73,2GB,Si
6768,Brasil,Femenino,25,3,132837.7,546,1,Si,No,131647.31,1GB,No
6769,Brasil,Masculino,33,3,35016.6,714,1,Si,No,53667.08,500Mb,Si
6770,Brasil,Masculino,49,8,121537.71,547,2,Si,No,46521.45,500Mb,Si
6771,Brasil,Masculino,33,9,75242.28,530,1,No,Si,101694.67,1GB,No
6772,Argentina,Femenino,29,9,0.0,711,2,No,Si,3234.8,500Mb,Si
6773,Brasil,Femenino,25,5,94049.92,522,2,Si,No,103269.0,2GB,No
6774,Argentina,Femenino,37,9,71786.9,667,2,Si,Si,67734.79,2GB,No
6775,Argentina,Masculino,31,6,102016.72,528,2,No,No,80181.12,2GB,No
6776,Chile,Femenino,44,6,60603.4,768,1,Si,Si,178045.97,20GB,No
6777,Brasil,Masculino,39,3,149887.49,714,2,Si,No,63846.36,100GB,No
6778,Argentina,Masculino,29,5,95167.55,698,1,Si,Si,152723.23,2GB,No
6779,Brasil,Masculino,23,4,93911.3,650,2,Si,No,69055.45,2GB,No
6780,Argentina,Femenino,40,4,82441.75,584,1,No,No,80852.11,20GB,No
6781,Chile,Masculino,55,2,103176.62,735,1,No,Si,163516.16,20GB,No
6782,Chile,Femenino,36,7,116338.68,621,1,Si,Si,155743.48,20GB,No
6783,Chile,Femenino,56,4,0.0,695,2,Si,No,84644.76,1GB,No
6784,Chile,Masculino,43,2,115643.58,567,2,No,No,174606.35,2GB,No
6785,Argentina,Femenino,42,6,0.0,671,2,Si,No,197202.48,500Mb,Si
6786,Argentina,Masculino,38,5,0.0,801,2,Si,No,66256.27,20GB,No
6787,Chile,Masculino,33,5,150092.8,605,1,No,No,71862.79,1GB,No
6788,Argentina,Femenino,37,3,0.0,780,2,No,No,182156.81,20GB,Si
6789,Argentina,Femenino,34,4,90307.62,506,1,Si,Si,159235.29,1GB,No
6790,Argentina,Femenino,42,8,0.0,700,2,Si,Si,105305.72,1GB,No
6791,Argentina,Masculino,41,1,101960.74,737,1,Si,Si,123547.28,500Mb,Si
6792,Brasil,Femenino,29,7,105204.01,584,1,No,Si,138490.03,20GB,No
6793,Brasil,Masculino,36,10,113546.3,604,1,Si,Si,134875.37,2GB,No
6794,Argentina,Masculino,40,6,0.0,783,2,Si,No,109742.55,20GB,No
6795,Chile,Femenino,23,7,0.0,590,2,Si,No,196789.9,100GB,No
6796,Brasil,Masculino,25,6,172812.72,664,2,Si,Si,108008.65,20GB,No
6797,Brasil,Femenino,40,8,121729.42,608,1,No,No,61164.45,1GB,No
6798,Brasil,Masculino,18,1,132694.73,594,1,Si,No,167689.56,20GB,No
6799,Chile,Masculino,46,9,0.0,842,1,No,No,17268.02,20GB,No
6800,Brasil,Femenino,34,10,122196.99,644,2,Si,Si,182099.71,500Mb,Si
6801,Argentina,Masculino,47,10,198546.1,679,2,Si,No,191198.92,2GB,Si
6802,Argentina,Masculino,66,7,123760.68,847,1,No,Si,53157.16,2GB,No
6803,Brasil,Masculino,37,3,168735.74,658,2,No,No,70370.24,100GB,No
6804,Chile,Masculino,27,5,126815.97,568,2,No,Si,118648.12,500Mb,Si
6805,Argentina,Femenino,38,1,125877.65,567,2,Si,Si,107841.77,20GB,No
6806,Argentina,Femenino,46,3,106511.85,514,1,Si,No,55072.32,500Mb,Si
6807,Argentina,Masculino,23,2,0.0,772,2,Si,No,18364.19,20GB,No
6808,Chile,Masculino,37,7,138162.41,688,2,Si,Si,113926.31,20GB,No
6809,Argentina,Femenino,30,5,0.0,775,1,Si,No,193880.6,2GB,Si
6810,Brasil,Masculino,49,9,171787.84,626,2,Si,No,187192.23,2GB,No
6811,Argentina,Masculino,31,4,0.0,850,2,No,No,152298.28,500Mb,Si
6812,Chile,Masculino,61,8,125921.37,580,1,Si,Si,94677.83,1GB,No
6813,Brasil,Femenino,43,6,97067.69,742,1,No,Si,60920.03,2GB,Si
6814,Brasil,Masculino,28,3,106070.29,719,2,Si,Si,183893.31,1GB,No
6815,Brasil,Femenino,45,6,86714.06,651,1,Si,No,85869.89,20GB,Si
6816,Chile,Femenino,30,5,122924.75,535,1,No,No,62390.59,100GB,Si
6817,Chile,Masculino,34,6,156478.62,788,1,No,Si,181196.76,1GB,No
6818,Argentina,Femenino,33,6,0.0,629,2,Si,Si,59129.72,2GB,No
6819,Argentina,Femenino,55,6,0.0,581,1,Si,Si,22442.13,100GB,No
6820,Chile,Femenino,35,8,0.0,745,2,Si,Si,116581.1,1GB,No
6821,Brasil,Femenino,36,7,121263.62,698,1,Si,Si,13387.88,1GB,No
6822,Brasil,Masculino,44,9,49157.09,617,2,Si,No,53294.17,100GB,No
6823,Chile,Femenino,24,0,97378.54,594,1,Si,Si,71405.17,20GB,No
6824,Argentina,Femenino,31,4,0.0,763,2,No,No,50404.72,2GB,No
6825,Brasil,Femenino,47,1,142802.02,601,1,Si,Si,57553.02,2GB,No
6826,Argentina,Masculino,34,3,0.0,755,2,Si,Si,158816.03,20GB,No
6827,Brasil,Femenino,33,7,187257.94,733,1,No,Si,190430.81,500Mb,Si
6828,Argentina,Femenino,41,4,129553.76,686,2,Si,No,187599.8,500Mb,Si
6829,Brasil,Femenino,48,1,97133.92,667,2,No,No,113316.77,20GB,Si
6830,Argentina,Femenino,43,2,0.0,601,1,Si,No,49713.87,1GB,Si
6831,Brasil,Femenino,57,3,101465.31,502,1,Si,No,43568.31,1GB,Si
6832,Argentina,Femenino,42,5,0.0,779,2,No,No,25951.91,1GB,No
6833,Argentina,Masculino,42,1,129776.72,749,2,No,Si,143538.51,1GB,No
6834,Brasil,Femenino,51,7,148074.79,751,1,Si,No,146411.41,1GB,Si
6835,Argentina,Femenino,35,8,0.0,711,1,Si,Si,67508.01,1GB,No
6836,Argentina,Masculino,38,1,0.0,850,2,Si,Si,80006.65,20GB,No
6837,Argentina,Femenino,41,4,167545.32,730,1,Si,No,128246.81,1GB,No
6838,Brasil,Masculino,50,5,124233.24,526,1,No,Si,159456.87,2GB,Si
6839,Argentina,Masculino,42,5,99580.13,677,1,Si,No,21007.96,2GB,No
6840,Chile,Masculino,36,6,0.0,850,2,No,Si,41291.05,500Mb,Si
6841,Argentina,Masculino,28,3,0.0,803,2,Si,No,159654.0,20GB,No
6842,Argentina,Masculino,37,7,0.0,581,2,Si,Si,74320.75,500Mb,Si
6843,Argentina,Femenino,45,6,0.0,704,1,Si,Si,137739.45,2GB,No
6844,Argentina,Femenino,29,1,138740.24,620,2,No,No,154700.61,2GB,No
6845,Brasil,Femenino,30,8,112013.81,584,1,Si,No,177772.03,100GB,Si
6846,Brasil,Femenino,51,9,110610.41,665,2,No,Si,1112.76,100GB,Si
6847,Chile,Femenino,33,5,0.0,771,2,Si,No,8673.43,100GB,No
6848,Chile,Femenino,41,9,0.0,622,2,Si,Si,155786.39,500Mb,Si
6849,Brasil,Masculino,35,5,163856.76,574,1,Si,Si,15118.2,100GB,No
6850,Brasil,Femenino,54,4,118449.21,618,1,Si,Si,133573.29,2GB,Si
6851,Argentina,Masculino,37,4,170557.91,670,2,Si,No,198252.88,100GB,No
6852,Argentina,Masculino,49,6,128663.9,850,1,Si,No,65769.3,20GB,Si
6853,Argentina,Masculino,46,8,0.0,529,1,No,No,126511.94,1GB,Si
6854,Chile,Femenino,41,3,99945.93,850,2,Si,No,71179.31,100GB,No
6855,Argentina,Masculino,47,6,71026.77,587,1,Si,No,57962.41,100GB,No
6856,Chile,Masculino,31,4,55732.92,470,2,Si,Si,103792.53,500Mb,Si
6857,Argentina,Femenino,28,1,0.0,630,2,Si,Si,133267.78,2GB,No
6858,Argentina,Masculino,36,2,89800.14,770,1,Si,Si,105922.69,500Mb,Si
6859,Argentina,Masculino,40,7,0.0,494,2,No,Si,158071.69,100GB,No
6860,Chile,Masculino,42,1,0.0,554,2,No,Si,183492.9,20GB,No
6861,Argentina,Femenino,32,8,110923.15,700,2,Si,Si,161845.81,20GB,Si
6862,Argentina,Masculino,34,1,0.0,712,2,Si,Si,195052.12,2GB,No
6863,Argentina,Masculino,46,4,0.0,695,2,Si,Si,137537.22,100GB,No
6864,Brasil,Masculino,50,9,116309.01,736,1,Si,No,185360.4,1GB,Si
6865,Argentina,Masculino,42,2,119919.12,755,1,Si,No,156868.21,500Mb,Si
6866,Argentina,Masculino,48,10,78314.63,544,3,Si,Si,103713.93,2GB,Si
6867,Argentina,Femenino,38,2,0.0,837,2,Si,Si,46395.21,20GB,No
6868,Brasil,Masculino,33,5,96341.0,490,2,No,No,108313.34,100GB,No
6869,Chile,Masculino,41,7,102749.72,686,1,No,Si,194913.86,1GB,No
6870,Argentina,Femenino,24,7,128736.39,618,1,No,Si,37147.61,1GB,No
6871,Brasil,Femenino,45,9,152367.21,650,3,Si,No,150835.21,1GB,Si
6872,Brasil,Masculino,55,5,155196.17,742,1,No,Si,121207.66,1GB,Si
6873,Brasil,Femenino,37,1,133199.71,750,2,Si,Si,27366.77,100GB,No
6874,Argentina,Masculino,30,2,0.0,684,2,Si,No,83473.82,1GB,No
6875,Argentina,Masculino,26,8,0.0,610,2,Si,No,166031.08,2GB,No
6876,Brasil,Femenino,36,5,77846.9,771,1,No,No,99805.99,2GB,No
6877,Chile,Masculino,43,1,97792.21,670,1,No,No,120225.62,2GB,No
6878,Chile,Masculino,37,1,143407.29,531,2,No,Si,84402.46,20GB,No
6879,Argentina,Masculino,31,0,88421.81,628,1,No,No,72350.47,2GB,No
6880,Chile,Masculino,39,4,95161.75,744,1,Si,No,19409.77,1GB,No
6881,Chile,Femenino,36,3,0.0,752,2,Si,Si,48505.1,2GB,No
6882,Argentina,Masculino,28,7,108116.66,687,1,Si,Si,27411.19,2GB,No
6883,Chile,Femenino,22,4,114440.24,794,1,Si,Si,107753.07,500Mb,Si
6884,Argentina,Masculino,36,2,154525.7,674,1,No,Si,27468.72,2GB,No
6885,Argentina,Masculino,35,6,161111.45,443,1,No,No,13946.66,500Mb,Si
6886,Chile,Masculino,38,6,146282.79,737,2,Si,No,198516.2,2GB,No
6887,Brasil,Masculino,39,2,132906.88,552,1,No,Si,149384.43,100GB,No
6888,Argentina,Masculino,33,3,117413.95,554,1,Si,Si,12766.74,2GB,No
6889,Argentina,Femenino,41,9,0.0,678,1,No,No,13160.03,500Mb,Si
6890,Argentina,Femenino,29,0,157829.12,683,1,No,No,129891.66,2GB,No
6891,Argentina,Masculino,44,6,0.0,765,2,Si,Si,159899.97,500Mb,Si
6892,Argentina,Masculino,42,1,0.0,553,2,No,No,23822.04,2GB,No
6893,Argentina,Femenino,26,2,0.0,567,2,Si,Si,78651.55,500Mb,Si
6894,Chile,Femenino,36,0,84438.57,660,1,Si,Si,181449.51,20GB,No
6895,Chile,Masculino,38,4,0.0,685,2,Si,Si,35884.91,500Mb,Si
6896,Argentina,Masculino,37,10,150525.8,702,1,Si,Si,94728.49,1GB,No
6897,Argentina,Masculino,34,7,0.0,604,2,Si,Si,188078.55,20GB,No
